きよしこ,,重松清,新潮社,2005,高学年,,,291,吃音、転校、友情,友達の扉,学校の扉,,,少年は、ひとりぼっちだった。名前はきよし。どこにでもいる少年。転校生。言いたいことがいつも言えずに、悔しかった。思ったことを何でも話せる友だちが欲しかった。大切なことを言えなかったすべての人に捧げたい珠玉の少年小説。,,
川の名前,,川端裕人,早川書房,2006,高学年,,,487,夏休み、自由研究、自然、冒険,動物・植物の扉,学校の扉,友達の扉,,菊野脩ら小学五年生三人は、自分たちが住む地域を流れる川を、夏休みの自由研究の課題に選んだ。そこにはそれまで三人が知らなかった数々の驚きが隠されていた。少年たちの行動をとおして、川という身近な自然のすばらしさ、そして人間とのかかわりの大切さを生き生きと描いた感動の傑作長篇。,,
あのころはフリードリヒがいた,,ハンス・ペーター・リヒター著　上田真而子訳,岩波少年文庫,2000,高学年,,,255,ドイツ、ユダヤ人、戦争,伝記・歴史の扉,,,,ヒトラー政権下のドイツ，人々は徐々に反ユダヤの嵐にまきこまれていった，子どもたちさえも…その時代に生き，そして死んでいったユダヤ少年フリードリヒの悲劇の日々を克明に描く．,,
清兵衛と瓢箪,,志賀直哉,集英社文庫,1992,高学年,,,254,学校、芸術,学校の扉,文学の扉,,,少年の無垢な心を鮮やかに写し出した表題作。他に「城の崎にて」「赤西蠣太」「網走まで」など、日本近代文学史上に確固たる地位を築いた“小説の神様”の作品集。,,
雨の動物園,,舟崎克彦,岩波少年文庫,2007,高学年,,,222,野鳥、喪失感、自伝的小説,動物・植物の扉,家族の扉,,,7歳で突然母親をうしなった少年は，野鳥の飼育にのめりこみ，〈鳥博士〉と呼ばれるほどになる．さまざまな小鳥や小動物との出会いと別れを，克明かつユーモラスに描きながら，多感な少年時代を静かに映しだす自伝的作品．,,
あすなろ物語,,井上靖,新潮文庫,2002,高学年,,,256,自伝的小説,文学の扉,,,,天城山麓の小さな村で、血のつながりのない祖母と二人、土蔵で暮らした少年・鮎太。北国の高校で青春時代を過ごした彼が、長い大学生活を経て新聞記者となり、やがて終戦を迎えるまでの道程を描く。何者かになろうと夢を見、もがく人間の運命を活写した作者の自伝的小説。,,
夏の庭,,湯本香樹実,新潮文庫,2001,高学年,,,218,死、心温まる物語,友達の扉,,,,町外れに暮らすひとりの老人をぼくらは「観察」し始めた。生ける屍のような老人が死ぬ瞬間をこの目で見るために。夏休みを迎え、ぼくらの好奇心は日ごと高まるけれど、不思議と老人は元気になっていくようだ―。いつしか少年たちの「観察」は、老人との深い交流へと姿を変え始めていた……。,,
今夜は眠れない,,宮部みゆき,講談社青い鳥文庫,2006,高学年,,,331,家族、推理小説,家族の扉,ミステリーの扉,,,中学一年でサッカー部の僕、両親は結婚15年目、ごく普通の平和な我が家に、謎の人物が５億もの財産を母さんに遺贈したことで、生活が一変。家族の絆を取り戻すため、僕は親友の島崎と、真相究明に乗り出す。,,
地球の狂った日,,べリヤーエフ著　福島正実,国土社,1995,高学年,,,118,異常気象,不思議の扉,動物・植物の扉,,,二大国間の機密協定文書をめぐって、はげしい特ダネ争いをくりひろげる新聞記者たち。その時、突如、異常現象で全世界が大混乱！,,
機関車先生,,伊集院静,講談社文庫,1997,高学年,,,243,学校、人間のやさしさ,学校の扉,,,,瀬戸内にある小島・葉名島の全校生徒七人の小学校に、臨時の先生がやってくる。体が大きく、やさしいまなざしの先生は、幼少期の病気が原因で口がきけなかった。島の大人の心配をものともせず、子供たちは、実直な先生との心の触れ合いを通して、生涯忘れられない絆を深めていく。,,
すももの夏,,ルーマー・ゴッテン著　野口絵美訳,徳間書店,1999,高学年,,,328,夏休み,家族の扉,ミステリーの扉,,,休暇に訪れたフランスで、母が入院し、子どもたちだけでホテル暮らしをすることになったイギリス人の私たち。五人の姉弟はそれぞれ、イギリスでは会ったこともない人々と過ごし、大人の世界の裏側をかいま見、とんでもない事件にまきこまれていく…。,,
ライ麦畑でつかまえて,,Ｊ．Ｄ．サリンジャー著　野崎孝訳,白水社,1984,高学年,,,339,思春期、少年,文学の扉,友達の扉,,,インチキ野郎は大嫌い！　おとなの儀礼的な処世術やまやかしに反発し、虚栄と悪の華に飾られた巨大な人工都市ニューヨークの街を、たったひとりでさまよいつづける16歳の少年の目に映じたものは何か？,,
車輪の下,,ヘルマン・ヘッセ著　高橋健二訳,新潮文庫,2011,高学年,,,304,少年,文学の扉,学校の扉,,,ひたむきな自然児で傷つきやすい少年ハンスは、周囲の人々の期待にこたえようとひたすら勉強にうちこみ、神学校の入学試験に通った。だが、そこでの生活は少年の心を踏みにじる規則ずくめなものだった。反抗に駆りたてられた彼は、学校を去って見習い工として出なおそうとする。,,
少年時代,,トルストイ著　藤沼貴訳,岩波文庫,1971,高学年,,,184,自伝小説、少年、親子関係,家族の扉,文学の扉,,,「ママの死と同時に，私にとって，しあわせな幼年時代が終り，新しい時代――少年時代がはじまった」．思いがけずかいま見た大人の世界，ふと意識する異性，見慣れたはずの光景がある日突然新たな意味をもって迫ってくる……．,,
イワンのばか,,トルストイ著　金子幸彦訳,岩波少年文庫,2000,高学年,,,322,兄弟,ファンタジーの扉,家族の扉,,,ロシアの文豪トルストイの民話のなかから，「イワンのばか」「人は何で生きるか」「人には多くの土地がいるか」など，子どもの読み物にふさわしい物語を選びました．農民の悲哀をみごとに描きながら，人生の愛と真実について深く語りかけます．,,
ひめゆりの沖縄戦,,伊波園子,岩波ジュニア新書,1992,高学年,,,212,沖縄、少女、戦争,伝記・歴史の扉,知識の扉,,,半世紀前，一〇代の少女たちが戦争の中を生きた．「飯上げ」，壕掘り，傷病兵の看護．危険な激務は彼女たちを，死の危険にさらした．壕での生活にはじまり，南部への逃避行を経て，ついに最南端まで追いつめられていく．ひめゆり学徒隊の一少女の目を通して，沖縄戦の実相が浮き上がる．,,
ミラクル,,辻仁成,新潮文庫,1997,高学年,,,169,家族,家族の扉,,,,僕はママを知らない。でも、いつもどこでもママを探しているんだ――。優しい文と絵でかつての子供たちに贈る愛しくせつない物語。,,
ハックルベリイ・フィンの冒険,,マーク・トウェイン著　西田実訳,岩波文庫,1977,高学年,,,278,冒険、自由,冒険の扉,文学の扉,,,洋々たるミシシッピーの流れに乗って筏の旅を続ける浮浪児ハックと逃亡奴隷ジム．流域の町や村で二人が出会う冒険の数々．辺境時代のアメリカで，何ものにも捉われずに生きようとする少年と，必死に自由の境涯を求める黒人の姿に作者のヒューマニズムが脈打つ．,,
ブランコのむこうで,,星新一,新潮文庫,2013,高学年,,,224,不思議、冒険,冒険の扉,不思議の扉,ファンタジーの扉,,ある日学校の帰り道に、「もうひとりのぼく」に出会った。鏡のむこうから抜け出てきたようなぼくにそっくりの顔。ぼくは目に見えない糸で引っぱられるように男の子のあとをつけていった。少年の愉快で、不思議で、すばらしい冒険を描く長編ファンタジー。,,
モンテ・クリスト伯,,アレクサンドル・デュマ著　竹村猛訳,岩波少年文庫,1956,高学年,,,354,無実の罪、脱獄、復讐,文学の扉,恐怖の扉,,,今も昔も復讐鬼の物語が人々の心を惹きつけてやまないのは、それが幸福と安寧に背を向けた人間の究極の姿だからであろう。世界の文学史上最も有名な復讐鬼、モンテ・クリスト伯。19世紀フランスの文豪、デュマが創造したこの人物もまた、目的を果たすごとに、底なしの泥沼へと一歩足を踏み入れていく。,,
家なき子,,エクトール・マロ著　二宮フサ訳,偕成社文庫,1997,高学年,,,352,希望,文学の扉,家族の扉,,,養母からひきはなされ、動物旅芝居の一座に売られていった少年レミ。旅を続けながら、一座の親方や動物たちとのふれあいを通じて、レミはたくましく成長していく。フランス児童文学の古典。,,
時をかける少女,,筒井康隆,角川文庫,2006,高学年,,,240,タイムワープ,不思議の扉,友達の扉,,,放課後の実験室、壊れた試験管の液体からただよう甘い香り。このにおいを、わたしは知っている――思春期の少女が体験した不思議な世界と、あまく切ない想いを描く。時をこえて愛され続ける、永遠の物語!,,
ご冗談でしょう、ファインマンさん,,Ｒ．Ｐ．ファインマン著　大貫昌子訳,岩波現代文庫,2000,高学年,,,356,物理学者、ノーベル賞,伝記・歴史の扉,ユーモアの扉,,,少年時代より変わらぬ，あくなき探求心といたずらっ気…．20世紀を代表する物理学者が，奇想天外な話題に満ちた自らの人生をユーモアたっぷりに語る．ノーベル賞受賞をめぐる顛末，愉快なエピソードのなかに，とらわれぬ発想と科学への真摯な情熱を伝える好読物．,,
老人と海,,アーネスト・ヘミングウェイ著　福田恆存訳,新潮文庫,2003,高学年,,,170,漁師、海,文学の扉,動物・植物の扉,,,来る日も来る日も一人小舟に乗り、出漁する老人――大魚を相手に雄々しく闘う漁夫の姿を通して自然の厳粛さと人間の勇気を謳う名作。,,
白鯨,,ハーマン・メルヴェル著　田中西二郎,新潮文庫,1952,高学年,,,578,海洋小説、海、漁師,文学の扉,恐怖の扉,,,浪漫的なあこがれを抱いて乗り組んだのが捕鯨船ピークォド号。出帆後姿をみせた船長エイハブは、自分の片脚をもぎとった神出鬼没の妖怪モービィ・ディックを倒すことにのみ、異常な執念を燃やしていた。堅忍不抜の決意を秘めたエイハブの命令一下、狂気の復讐は開始された……。,,
点と線,,松本清張,新潮文庫,1971,高学年,,,272,ミステリー,ミステリーの扉,,,,九州博多付近の海岸で発生した、一見完璧に近い動機のある、役人と料亭の女との心中事件。その裏にひそむ恐るべき奸計。汚職にからんだ複雑な背景と、殺害時刻に容疑者は北海道にいたという鉄壁のアリバイの前に立ちすくむ捜査陣……。,,
四千万歩の男,,井上ひさし,講談社文庫,1992,高学年,,,664,日本地図,伝記・歴史の扉,,,,忠敬は下総佐原村の婿養子先、伊能家の財をふやし50歳で隠居。念願の天文学を学び、1800年56歳から16年、糞もよけない“二歩で一間”の歩みで日本を歩き尽し、実測の日本地図を完成させた。この間の歩数、4千万歩……。定年後なお充実した人生を生きた忠敬の愚直な一歩一歩を描く歴史大作。,,
西遊記　,,呉承恩著　伊藤貴麿訳,岩波少年文庫,2001,高学年,,,346,旅,冒険の扉,,,,花果山の石から生まれた孫悟空は，72通りの変化の術を使って，縦横無尽の大活躍．インドへ経典を取りに行く三蔵法師を助け，数かずの妖魔を退治しながら冒険の旅を続ける,,
坂の上の雲　全八巻,,司馬遼太郎,文集文庫,1999,高学年,なし,なし,352,中国、戦争、歴史,伝記・歴史の扉,知識の扉,,,日露戦争を勝利に導いた秋山好古・真之兄弟。俳句改革に命をかけた正岡子規。 伊予松山出身の3人を中心に、明治という時代の明暗と、近代国家誕生にかけた人々の姿を描く、不滅の国民文学。,,
はてしない物語,,ミヒャエル・エンデ著　上田真而子　佐藤真理子訳,岩波書店,1988,高学年,あり,普通,590,ファンタジー,ファンタジーの扉,,,,いじめられっ子の少年バスチアンが魔法の古本『はてしない物語』を読みふけるうちに、滅びゆくファンタジー世界「ファンタージエン」を救う冒険に巻き込まれ、現実と物語を行き来しながら真の自分を見つける自己形成の物語,,
星の王子さま,,サン・テグジュペリ著　三田誠広,講談社青い鳥文庫,2021,高学年,全部,普通,189,哲学的文学,友達の扉,ファンタジーの扉,,,サハラ砂漠に不時着した飛行士が、小惑星から来た不思議な少年（王子）と出会い、彼の旅の物語を聞く物語。バラとの別れ、キツネとの出会いを通して「大切なものは目に見えない」という真理を学び、王子が自分の星へ帰るまでを描いた、大人も響く愛と友情の物語,,
赤毛のアン,,Ｌ・Ｍ・モンゴメリ著　村岡花子訳,講談社青い鳥文庫,2025,高学年,全部,普通,358,成長、青春、友情、家族,友達の扉,家族の扉,学校の扉,,孤児院から手違いで老兄妹マシューとマリラの元へやってきた、おしゃべりで想像力豊かな赤毛の少女。失敗を繰り返しながらも親友ダイアナやライバルのギルバートと交流し、愛される女性へ成長する名作,,
ギルガメシュ王ものがたり,,ルドミラ・ゼーマン著　松野正子訳,岩波書店,2014,低学年,全部,多い,32,世界最古、物語、冒険、友情,友達の扉,神話・昔話の扉,冒険の扉,,古代メソポタミアのウルクの王ギルガメシュ（神と人のハーフ）が、親友エンキドゥとの出会い、怪物討伐、親友の死を経て、不老不死を求めて旅し、「死の受容」と「人間の生きる意味」を悟るまでを描いた世界最古の物語,,
クモのアナンシ　ジャマイカのむかしばなし,,フィリップ・M.シャーロック,岩波書店,2021,低学年,全部,多い,174,昔話、外国、物語、変身,不思議の扉,動物・植物の扉,,,アナンシは不思議ないきものです。いつもは人間の姿をしていますが、危ないときにはクモの姿になって逃げていきます。強いトラをだましたりヘビを言いくるめたり、ちょっとずるいこともするけれど、なんだかにくめないアナンシ。そんなアナンシのお話がたくさんのっています。,,
ドングリ山のやまんばあさん,,冨安陽子,理論社,2018,低学年,全部,,148,ばあさん、元気,不思議の扉,ユーモアの扉,,,ドングリ山にすむやまんばあさんはオリンピック選手より元気で、プロレスラーより力持ちだ。二百九十六歳の山姥のゆかいな物語。,,
二十四の瞳,,壺井栄,講談社青い鳥文庫,2007,大人,全部,,288,名作、学校、家族,文学の扉,学校の扉,友達の扉,,先生は子どもたちがだいすき。子どもたちは先生がだ～いすき！涙と笑いがいっぱいの、永遠の名作,,
坊ちゃん,,夏目漱石,講談社青い鳥文庫,2007,高学年,全部,多い,256,名作、人生,文学の扉,,,,純情な江戸っ子の坊っちゃんが東京から中学の先生として、はるばる四国へ。坊っちゃんの新人教師生活は？　夏目漱石のユーモア小説の傑作！　,,
一休さん,,寺村輝夫,あかね書房,1976,低学年,全部,あり,111,とんち、一休さん,ユーモアの扉,,,,「うしろむきでおきょう」「はしをわたるべからず」「くたくたくった」「見ても見ぬふり」「びょうぶのとら」などの9編。,,
宮沢賢治,,西本鶴介,ポプラポケット社,1998,高学年,全部,なし,176,伝記,伝記・歴史の扉,,,,理想を胸に、ひたすら土を愛し、農家を愛し、人びとの心にふれるたくさんの詩や童話をのこしていった、賢治の崇高な生涯を描きます。,,
風の又三郎,,宮沢賢治,講談社青い鳥文庫,2008,高学年,全部,あり,224,宮沢賢治、童話集、気のいい火山弾、よだかの星,文学の扉,友達の扉,動物・植物の扉,,台風のくる二百十日に、東北の小さな山村に転校してきた高田三郎を、子どもたちは、伝説の風の子「又三郎」だとして、親しみとおどろきをもってむかえた。,,
あるかしら書店,,ヨシタケ・シンスケ,ポプラ社,2017,低学年,,多い,103,おもしろい,不思議の扉,知識の扉,ユーモアの扉,,本にまつわる本をうっている専門店のはなし,,
